MW	Sv	Se	Mi	nAT	nSK	nBT	nBM	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nS	nCL	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	nCIC	nR03	nR04	nR05	nR06	nR07	ARR	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#C-	nRCOOH	nRCOOR	nArCOOR	nRCHO	nArCHO	nRCO	nArCO	nArNH2	nArNHR	nRCN	nArNO2	nROH	nArOH	nOHp	nOHs	nOHt	nROR	nArOR	nSH	nOxiranes	nOxolanes	nFuranes	nPyridines	nHDon	nHAcc	Uc	Ui	Hy	TPSA(Tot)	MLOGP	SAtot
252.44	24.805	45.025	1.135	46	18	46	2	0	2	0	0	28	16	0	2	0	0	0	2	0	60.9	34.8	0.0	4.3	0.0	13	3	0	1	0	0	0	0	0	0.0	0	12	0	0	12	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.873	26.3	3.795	426.886
180.32	17.983	32.163	1.132	33	13	32	3	6	3	0	0	20	12	0	1	0	0	0	1	0	60.6	36.4	0.0	3.0	0.0	6	6	0	0	0	0	0	0	0	0.0	3	2	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	2.0	-0.897	9.23	3.118	335.184
182.34	18.51	34.047	1.136	35	13	34	2	6	2	0	0	22	12	0	1	0	0	0	1	0	62.9	34.3	0.0	2.9	0.0	8	4	0	0	0	0	0	0	0	0.0	4	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1.585	1.585	-0.897	9.23	3.215	344.842
168.31	16.983	31.163	1.136	32	12	31	2	5	2	0	0	20	11	0	1	0	0	0	1	0	62.5	34.4	0.0	3.1	0.0	7	4	0	0	0	0	0	0	0	0.0	3	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1.585	1.585	-0.888	9.23	2.933	318.766
238.41	23.278	42.141	1.135	43	17	42	3	9	3	0	0	26	15	0	2	0	0	0	2	0	60.5	34.9	0.0	4.7	0.0	10	5	0	0	0	0	0	0	0	0.0	4	5	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.865	26.3	3.84	427.274
290.54	29.67	53.349	1.132	55	21	54	4	10	4	0	0	34	20	0	1	0	0	0	1	0	61.8	36.4	0.0	1.8	0.0	12	8	0	0	0	0	0	0	0	0.0	5	6	1	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2.322	2.322	-0.479	20.23	5.009	553.692
224.38	21.751	39.258	1.135	40	16	39	3	8	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	4	3	1	0	0	0	0	0	0	0	3	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	404.954
272.42	25.751	43.258	1.123	44	20	44	9	8	3	0	6	24	18	0	2	0	0	0	2	0	54.5	40.9	0.0	4.5	0.0	7	11	0	1	0	0	0	1	0	0.3	3	4	0	0	0	0	0	6	5	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.322	2.807	-0.886	26.3	4.58	440.405
232.4	23.036	39.931	1.127	41	17	41	4	5	4	0	0	24	16	0	1	0	0	0	1	0	58.5	39.0	0.0	2.4	0.0	9	7	0	1	0	0	0	1	0	0.0	3	4	1	1	2	1	1	0	0	0	3	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.322	2.322	-0.923	17.07	3.676	406.256
210.35	20.224	36.374	1.135	37	15	36	3	7	3	0	0	22	13	0	2	0	0	0	2	0	59.5	35.1	0.0	5.4	0.0	8	5	0	0	0	0	0	0	0	0.0	4	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.846	26.3	3.321	375.121
224.38	21.751	39.258	1.135	40	16	39	3	7	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	5	2	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	404.954
252.44	24.805	45.025	1.135	46	18	45	3	10	3	0	0	28	16	0	2	0	0	0	2	0	60.9	34.8	0.0	4.3	0.0	11	5	0	0	0	0	0	0	0	0.0	4	6	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.873	26.3	4.09	453.351
272.42	25.751	43.258	1.123	44	20	44	9	8	3	0	6	24	18	0	2	0	0	0	2	0	54.5	40.9	0.0	4.5	0.0	7	11	0	1	0	0	0	1	0	0.3	3	3	0	0	0	0	0	6	5	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.322	2.807	-0.886	26.3	4.312	440.405
170.28	16.171	29.607	1.139	30	12	29	2	5	2	0	0	18	10	0	2	0	0	0	2	0	60.0	33.3	0.0	6.7	0.0	7	3	0	0	0	0	0	0	0	0.0	4	1	1	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.573	310.306
180.32	17.983	32.163	1.132	33	13	32	3	8	3	0	0	20	12	0	1	0	0	0	1	0	60.6	36.4	0.0	3.0	0.0	7	5	0	0	0	0	0	0	0	0.0	1	6	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.897	17.07	4.03	333.929
166.29	16.456	29.28	1.132	30	12	29	3	7	3	0	0	18	11	0	1	0	0	0	1	0	60.0	36.7	0.0	3.3	0.0	6	5	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.888	17.07	2.837	307.852
114.21	11.402	21.513	1.142	22	8	21	1	4	1	0	0	14	7	0	1	0	0	0	1	0	63.6	31.8	0.0	4.5	0.0	5	2	0	0	0	0	0	0	0	0.0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1.0	1.0	-0.158	20.23	1.795	231.089
184.31	17.698	32.491	1.139	33	13	32	2	7	2	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	8	3	0	0	0	0	0	0	0	0.0	3	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.822	26.3	2.865	336.382
218.32	20.171	33.607	1.122	34	16	34	8	7	2	0	6	18	14	0	2	0	0	0	2	0	52.9	41.2	0.0	5.9	0.0	5	9	0	1	0	0	0	1	0	0.375	1	3	0	0	0	0	0	6	5	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.856	26.3	3.408	345.756
204.29	18.644	30.723	1.121	31	15	31	8	6	2	0	6	16	13	0	2	0	0	0	2	0	51.6	41.9	0.0	6.5	0.0	4	9	0	1	0	0	0	1	0	0.4	1	2	0	0	0	0	0	6	5	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.846	26.3	3.413	319.68
216.3	19.644	31.723	1.117	32	16	32	9	5	3	0	6	16	14	0	2	0	0	0	2	0	50.0	43.8	0.0	6.3	0.0	3	11	0	1	0	0	0	1	0	0.375	2	0	0	0	0	0	0	6	5	1	5	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.322	2.807	-0.856	26.3	3.326	336.098
236.39	22.751	40.258	1.132	41	17	40	4	7	4	0	0	24	15	0	2	0	0	0	2	0	58.5	36.6	0.0	4.9	0.0	8	7	0	0	0	0	0	0	0	0.0	5	2	0	0	0	0	0	0	0	0	3	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.322	2.322	-0.865	26.3	3.75	417.616
156.25	14.644	26.723	1.139	27	11	26	2	4	2	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	6	3	0	0	0	0	0	0	0	0.0	4	0	1	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.79	26.3	2.27	284.229
218.32	20.171	33.607	1.122	34	16	34	8	7	2	0	6	18	14	0	2	0	0	0	2	0	52.9	41.2	0.0	5.9	0.0	5	9	0	1	0	0	0	1	0	0.375	1	3	0	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.856	26.3	3.408	345.756
170.28	16.171	29.607	1.139	30	12	29	2	7	2	0	0	18	10	0	2	0	0	0	2	0	60.0	33.3	0.0	6.7	0.0	7	3	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.573	306.549
218.32	20.171	33.607	1.122	34	16	34	8	7	2	0	6	18	14	0	2	0	0	0	2	0	52.9	41.2	0.0	5.9	0.0	5	9	0	1	0	0	0	1	0	0.375	1	3	0	0	0	0	0	6	5	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.856	26.3	3.408	345.756
154.28	15.456	28.28	1.136	29	11	28	2	4	2	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	6	4	0	0	0	0	0	0	0	0.0	3	2	1	0	0	0	0	0	0	0	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1.585	1.585	-0.294	20.23	2.642	312.242
136.26	14.214	25.069	1.128	26	10	25	3	2	3	0	0	16	10	0	0	0	0	0	0	0	61.5	38.5	0.0	0.0	0.0	4	6	0	0	0	0	0	0	0	0.0	4	0	0	0	0	0	0	0	0	0	6	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	-0.96	0.0	3.562	267.915
252.33	22.644	34.723	1.107	35	19	36	14	6	2	0	12	16	17	0	2	0	0	0	2	0	45.7	48.6	0.0	5.7	0.0	2	15	0	2	0	0	0	2	0	0.6	0	1	0	0	0	0	0	12	10	2	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.907	3.17	-0.879	26.3	3.917	358.887
124.2	11.876	20.629	1.129	21	9	20	3	2	3	0	0	12	8	0	1	0	0	0	1	0	57.1	38.1	0.0	4.8	0.0	3	5	0	0	0	0	0	0	0	0.0	3	0	0	0	0	0	0	0	0	0	5	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.848	17.07	1.925	229.622
252.33	22.644	34.723	1.107	35	19	36	14	6	2	0	12	16	17	0	2	0	0	0	2	0	45.7	48.6	0.0	5.7	0.0	2	15	0	2	0	0	0	2	0	0.6	0	1	0	0	0	0	0	12	10	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.907	3.17	-0.879	26.3	3.917	358.887
160.23	14.876	23.629	1.113	24	12	24	8	2	2	0	6	12	11	0	1	0	0	0	1	0	50.0	45.8	0.0	4.2	0.0	2	9	0	1	0	0	0	1	0	0.5	2	0	0	0	0	0	0	6	5	1	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.17	2.585	-0.888	17.07	2.66	252.411
206.36	20.51	36.047	1.129	37	15	37	3	2	3	0	0	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	9	5	0	1	0	0	0	1	0	0.0	5	1	2	1	1	2	1	0	0	0	3	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.912	17.07	3.261	367.518
206.36	20.51	36.047	1.129	37	15	37	3	3	3	0	0	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	9	5	0	1	0	0	0	1	0	0.0	4	3	1	1	2	1	1	0	0	0	3	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.912	17.07	3.261	363.761
220.29	19.359	32.051	1.123	32	16	32	8	6	2	0	6	16	13	0	3	0	0	0	3	0	50.0	40.6	0.0	9.4	0.0	4	9	0	1	0	0	0	1	0	0.375	1	2	0	0	0	0	0	6	4	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.17	2.585	-0.291	46.53	3.356	341.116
206.36	20.51	36.047	1.129	37	15	37	3	3	3	0	0	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	9	5	0	1	0	0	0	1	0	0.0	4	3	1	1	3	0	1	0	0	0	4	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.912	17.07	3.261	363.761
206.36	20.51	36.047	1.129	37	15	37	3	2	3	0	0	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	9	5	0	1	0	0	0	1	0	0.0	5	2	1	1	2	1	1	0	0	0	3	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.912	17.07	3.261	363.761
206.36	20.51	36.047	1.129	37	15	37	3	2	3	0	0	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	9	5	0	1	0	0	0	1	0	0.0	5	3	0	1	3	0	1	0	0	0	5	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.912	17.07	3.261	360.005
219.31	19.665	32.825	1.128	33	16	33	8	6	2	0	6	17	13	1	2	0	0	0	3	0	51.5	39.4	3.0	6.1	0.0	4	9	0	1	0	0	0	1	0	0.375	1	2	0	0	0	0	0	6	4	2	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3.17	2.585	0.39	52.32	3.356	334.086
194.35	19.51	35.047	1.133	36	14	36	2	2	2	0	0	22	13	0	1	0	0	0	1	0	61.1	36.1	0.0	2.8	0.0	9	4	0	1	0	0	0	1	0	0.0	4	4	0	1	3	0	1	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1.585	1.585	-0.375	20.23	3.094	358.105
206.36	20.51	36.047	1.129	37	15	37	3	3	3	0	0	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	9	5	0	1	0	0	0	1	0	0.0	4	4	0	1	3	0	1	0	0	0	5	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.912	17.07	3.261	360.005
162.2	14.064	22.073	1.113	22	12	22	8	3	2	0	6	10	10	0	2	0	0	0	2	0	45.5	45.5	0.0	9.1	0.0	1	9	0	1	0	0	0	1	0	0.5	1	0	0	0	0	0	0	6	5	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.807	26.3	2.3	241.45
192.28	17.644	29.723	1.125	30	14	30	7	4	1	0	6	16	12	0	2	0	0	0	2	0	53.3	40.0	0.0	6.7	0.0	4	8	0	1	0	0	0	1	0	0.429	2	0	0	0	0	0	0	6	3	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3.0	2.322	-0.835	18.46	2.683	304.517
188.29	17.929	29.396	1.118	30	14	30	8	5	2	0	6	16	13	0	1	0	0	0	1	0	53.3	43.3	0.0	3.3	0.0	4	9	0	1	0	0	0	1	0	0.429	1	3	0	0	0	0	0	6	5	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.17	2.585	-0.905	17.07	3.213	304.564
178.25	16.117	26.84	1.123	27	13	27	7	4	1	0	6	14	11	0	2	0	0	0	2	0	51.9	40.7	0.0	7.4	0.0	3	8	0	1	0	0	0	1	0	0.462	0	0	0	0	0	0	0	6	5	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3.0	2.322	-0.822	18.46	2.272	278.44
204.34	19.983	34.163	1.125	35	15	35	7	6	1	0	6	20	14	0	1	0	0	0	1	0	57.1	40.0	0.0	2.9	0.0	7	7	0	1	0	0	0	1	0	0.4	2	4	1	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.912	17.07	3.563	344.056
226.4	22.278	41.141	1.138	42	16	41	2	11	2	0	0	26	14	0	2	0	0	0	2	0	61.9	33.3	0.0	4.8	0.0	11	3	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.856	26.3	4.593	410.856
162.25	15.402	25.513	1.12	26	12	26	7	3	1	0	6	14	11	0	1	0	0	0	1	0	53.8	42.3	0.0	3.8	0.0	4	7	0	1	0	0	0	1	0	0.5	2	2	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.888	17.07	2.746	262.069
156.3	15.983	30.163	1.141	31	11	30	1	6	1	0	0	20	10	0	1	0	0	0	1	0	64.5	32.3	0.0	3.2	0.0	9	1	0	0	0	0	0	0	0	0.0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.877	17.07	2.749	308.605
228.42	22.805	43.025	1.142	44	16	43	1	11	1	0	0	28	14	0	2	0	0	0	2	0	63.6	31.8	0.0	4.5	0.0	13	1	0	0	0	0	0	0	0	0.0	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.856	26.3	4.701	424.271
264.4	24.466	42.585	1.13	43	19	44	3	4	3	0	0	24	16	0	3	0	0	0	3	0	55.8	37.2	0.0	7.0	0.0	11	5	0	2	1	0	0	1	0	0.0	4	3	2	1	3	2	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	2.0	2.0	-0.828	38.83	2.862	419.71
238.3	21.117	31.84	1.104	32	18	33	14	5	2	0	12	14	16	0	2	0	0	0	2	0	43.8	50.0	0.0	6.3	0.0	1	15	0	2	0	0	0	2	0	0.632	0	0	0	0	0	0	0	12	10	2	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.907	3.17	-0.873	26.3	3.942	332.81
230.33	21.171	34.607	1.119	35	17	35	9	7	3	0	6	18	15	0	2	0	0	0	2	0	51.4	42.9	0.0	5.7	0.0	4	11	0	1	0	0	0	1	0	0.353	1	2	0	0	0	0	0	6	5	1	3	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.322	2.807	-0.865	26.3	3.582	362.174
134.19	12.349	19.745	1.114	20	10	20	7	1	1	0	6	10	9	0	1	0	0	0	1	0	50.0	45.0	0.0	5.0	0.0	1	8	0	1	0	0	0	1	0	0.6	1	0	0	0	0	0	0	6	4	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3.0	2.322	-0.257	20.23	2.42	217.492
238.36	21.939	38.702	1.133	39	17	38	4	8	4	0	0	22	14	0	3	0	0	0	3	0	56.4	35.9	0.0	7.7	0.0	8	6	0	0	0	0	0	0	0	0.0	4	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.322	2.322	-0.807	43.37	2.658	405.399
168.26	15.644	27.723	1.134	28	12	27	3	5	3	0	0	16	10	0	2	0	0	0	2	0	57.1	35.7	0.0	7.1	0.0	5	5	0	0	0	0	0	0	0	0.0	3	0	1	0	0	0	0	0	0	0	4	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.807	26.3	2.476	300.647
222.36	21.224	37.374	1.131	38	16	37	4	7	4	0	0	22	14	0	2	0	0	0	2	0	57.9	36.8	0.0	5.3	0.0	7	7	0	0	0	0	0	0	0	0.0	4	2	0	0	0	0	0	0	0	0	3	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.322	2.322	-0.856	26.3	3.494	391.539
248.4	23.751	41.258	1.129	42	18	42	7	8	1	0	6	24	16	0	2	0	0	0	2	0	57.1	38.1	0.0	4.8	0.0	8	8	0	1	0	0	0	1	0	0.333	1	4	0	0	0	0	0	6	5	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3.0	2.322	-0.873	18.46	3.594	408.824
168.26	15.644	27.723	1.134	28	12	28	2	4	2	0	0	16	10	0	2	0	0	0	2	0	57.1	35.7	0.0	7.1	0.0	7	3	0	1	0	0	1	0	0	0.0	1	6	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.181	272.124
224.38	21.751	39.258	1.135	40	16	39	3	7	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	5	2	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	404.954
196.32	18.698	33.491	1.134	34	14	33	3	6	3	0	0	20	12	0	2	0	0	0	2	0	58.8	35.3	0.0	5.9	0.0	7	5	0	0	0	0	0	0	0	0.0	4	2	1	0	0	0	0	0	0	0	4	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.835	26.3	3.049	357.033
282.36	24.886	38.934	1.112	39	21	40	14	6	2	0	12	18	18	0	3	0	0	0	3	0	46.2	46.2	0.0	7.7	0.0	3	15	0	2	0	0	0	2	0	0.545	1	1	0	0	0	0	0	12	8	4	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3.907	3.17	-0.844	35.53	3.855	400.079
166.29	16.456	29.28	1.132	30	12	30	2	4	2	0	0	18	11	0	1	0	0	0	1	0	60.0	36.7	0.0	3.3	0.0	8	3	0	1	0	0	1	0	0	0.0	1	7	0	0	3	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.888	17.07	2.541	281.387
174.21	15.064	23.073	1.108	23	13	24	8	1	2	0	6	10	11	0	2	0	0	0	2	0	43.5	47.8	0.0	8.7	0.0	2	9	0	2	0	0	1	1	0	0.429	1	1	0	0	0	0	0	6	4	2	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.822	30.21	2.86	231.403
176.23	15.59	24.956	1.116	25	13	26	7	2	1	0	6	12	11	0	2	0	0	0	2	0	48.0	44.0	0.0	8.0	0.0	3	8	0	2	0	0	1	1	0	0.429	0	0	0	0	0	0	0	6	5	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3.0	2.322	-0.822	18.46	1.88	242.317
192.33	18.983	33.163	1.128	34	14	34	3	2	3	0	0	20	13	0	1	0	0	0	1	0	58.8	38.2	0.0	2.9	0.0	8	5	0	1	0	0	0	1	0	0.0	4	1	3	0	1	3	0	0	0	0	3	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.905	17.07	2.998	335.15
254.3	21.832	33.167	1.107	33	19	34	14	5	2	0	12	14	16	0	3	0	0	0	3	0	42.4	48.5	0.0	9.1	0.0	1	15	0	2	0	0	0	2	0	0.6	0	0	0	0	0	0	0	12	9	3	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.907	3.17	-0.353	46.53	3.885	354.246
280.5	27.858	50.792	1.136	52	20	51	3	12	3	0	0	32	18	0	2	0	0	0	2	0	61.5	34.6	0.0	3.8	0.0	13	5	0	0	0	0	0	0	0	0.0	4	8	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.886	26.3	5.483	505.505
238.41	23.278	42.141	1.135	43	17	42	3	8	3	0	0	26	15	0	2	0	0	0	2	0	60.5	34.9	0.0	4.7	0.0	10	5	0	0	0	0	0	0	0	0.0	5	3	1	0	0	0	0	0	0	0	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.865	26.3	3.84	431.03
