MW	Sv	Se	Mi	nAT	nSK	nBT	nBM	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nS	nCL	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	nCIC	nR03	nR04	nR05	nR06	nR07	ARR	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#C-	nRCOOH	nRCOOR	nArCOOR	nRCHO	nArCHO	nRCO	nArCO	nArNH2	nArNHR	nRCN	nArNO2	nROH	nArOH	nOHp	nOHs	nOHt	nROR	nArOR	nSH	nOxiranes	nOxolanes	nFuranes	nPyridines	nHDon	nHAcc	Uc	Ui	Hy	TPSA(Tot)	MLOGP	SAtot
128.18	12.107	17.534	1.092	18	10	19	11	0	0	0	11	8	10	0	0	0	0	0	0	0	44.4	55.6	0.0	0.0	0.0	0	10	0	2	0	0	0	2	0	1.0	0	0	0	0	0	0	0	10	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.585	2.7	-0.96	0.0	3.386	175.125
130.26	13.456	26.28	1.146	27	9	26	0	6	0	0	0	18	8	0	1	0	0	0	1	0	66.7	29.6	0.0	3.7	0.0	8	0	0	0	0	0	0	0	0	0.0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.213	20.23	3.186	266.824
139.12	10.219	15.851	1.13	15	10	15	8	1	2	0	6	5	6	1	3	0	0	0	4	0	33.3	40.0	6.7	20.0	0.0	0	6	0	1	0	0	0	1	0	0.6	0	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.17	2.585	0.031	66.05	1.348	186.846
240.48	25.144	47.465	1.14	49	17	48	1	14	1	0	0	32	16	0	1	0	0	0	1	0	65.3	32.7	0.0	2.0	0.0	15	1	0	0	0	0	0	0	0	0.0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.923	17.07	5.275	457.553
120.16	10.822	16.862	1.11	17	9	17	7	2	1	0	6	8	8	0	1	0	0	0	1	0	47.1	47.1	0.0	5.9	0.0	1	7	0	1	0	0	0	1	0	0.667	0	1	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.848	17.07	1.834	183.839
136.16	11.537	18.189	1.116	18	10	18	7	2	1	0	6	8	8	0	2	0	0	0	2	0	44.4	44.4	0.0	11.1	0.0	1	7	0	1	0	0	0	1	0	0.6	0	1	0	0	0	0	0	6	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	3.0	2.322	-0.161	37.3	1.766	204.237
74.09	6.01	11.305	1.151	11	5	10	1	1	1	0	0	6	3	0	2	0	0	0	2	0	54.5	27.3	0.0	18.2	0.0	2	1	0	0	0	0	0	0	0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	0.312	37.3	0.133	138.953
79.11	7.075	10.869	1.121	11	6	11	6	0	0	0	6	5	5	1	0	0	0	0	1	0	45.5	45.5	9.1	0.0	0.0	0	5	0	1	0	0	0	1	0	1.0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2.807	2.0	-0.767	12.89	0.468	122.165
88.07	6.198	10.749	1.146	10	6	9	2	1	2	0	0	4	3	0	3	0	0	0	3	0	40.0	30.0	0.0	30.0	0.0	1	2	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1.585	1.585	0.311	54.37	-0.81	143.155
62.15	4.768	8.727	1.13	9	3	8	0	0	0	0	0	6	2	0	0	1	0	1	1	0	66.7	22.2	0.0	0.0	0.0	2	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.528	25.3	0.845	117.227
92.13	5.67	9.498	1.13	9	5	8	1	1	1	0	0	4	2	0	2	1	0	1	3	0	44.4	22.2	0.0	22.2	0.0	1	1	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	1.0	1.0	1.59	76.1	-0.386	142.562
152.16	12.252	19.516	1.12	19	11	19	7	2	1	0	6	8	8	0	3	0	0	0	3	0	42.1	42.1	0.0	15.8	0.0	1	7	0	1	0	0	0	1	0	0.545	0	0	0	0	0	0	0	6	3	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	3.0	2.322	-0.119	46.53	0.922	220.391
156.3	15.983	30.163	1.141	31	11	31	0	1	0	0	0	20	10	0	1	0	0	0	1	0	64.5	32.3	0.0	3.2	0.0	10	0	0	1	0	0	0	1	0	0.0	3	4	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.294	20.23	2.502	300.413
166.19	13.778	22.4	1.123	22	12	22	7	2	1	0	6	10	9	0	3	0	0	0	3	0	45.5	40.9	0.0	13.6	0.0	2	7	0	1	0	0	0	1	0	0.5	1	0	0	0	0	0	0	6	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	3.0	2.322	-0.164	46.53	1.239	246.468
212.26	18.59	27.956	1.104	28	16	29	13	4	1	0	12	12	14	0	2	0	0	0	2	0	42.9	50.0	0.0	7.1	0.0	1	13	0	2	0	0	0	2	0	0.706	0	0	0	0	0	0	0	12	10	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.807	3.0	-0.856	26.3	3.514	290.315
149.23	11.789	16.829	1.098	17	10	17	8	2	2	0	6	7	8	1	0	1	0	1	2	0	41.2	47.1	5.9	0.0	0.0	1	6	1	1	0	0	0	1	0	0.6	0	0	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.17	2.585	-0.768	44.45	3.33	210.994
242.5	25.67	49.349	1.143	51	17	50	0	14	0	0	0	34	16	0	1	0	0	0	1	0	66.7	31.4	0.0	2.0	0.0	16	0	0	0	0	0	0	0	0	0.0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.429	20.23	5.42	475.438
156.62	12.176	19.069	1.117	19	10	19	6	0	0	0	6	9	8	0	1	0	1	1	2	1	47.4	42.1	0.0	5.3	5.3	2	6	0	1	0	0	0	1	0	0.6	2	0	0	0	0	0	0	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.161	20.23	2.778	222.475
154.28	15.456	28.28	1.136	29	11	30	0	0	0	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	10	0	0	2	0	0	0	3	0	0.0	3	4	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	-0.877	9.23	2.502	259.493
108.15	9.822	15.862	1.117	16	8	16	6	0	0	0	6	8	7	0	1	0	0	0	1	0	50.0	43.8	0.0	6.3	0.0	1	6	0	1	0	0	0	1	0	0.75	1	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.158	20.23	1.859	174.997
172.3	16.698	31.491	1.143	32	12	31	1	8	1	0	0	20	10	0	2	0	0	0	2	0	62.5	31.3	0.0	6.3	0.0	9	1	0	0	0	0	0	0	0	0.0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.244	37.3	3.593	321.491
182.23	16.349	23.745	1.095	24	14	25	13	2	1	0	12	10	13	0	1	0	0	0	1	0	41.7	54.2	0.0	4.2	0.0	0	13	0	2	0	0	0	2	0	0.8	0	0	0	0	0	0	0	12	10	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.807	3.0	-0.905	17.07	3.587	249.123
74.14	7.349	14.745	1.152	15	5	14	0	2	0	0	0	10	4	0	1	0	0	0	1	0	66.7	26.7	0.0	6.7	0.0	4	0	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	-0.719	9.23	0.8	155.546
164.22	14.59	23.956	1.121	24	12	24	7	3	1	0	6	12	10	0	2	0	0	0	2	0	50.0	41.7	0.0	8.3	0.0	2	8	0	1	0	0	0	1	0	0.5	0	1	0	0	0	0	0	6	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	3.0	2.322	-0.244	29.46	2.11	258.684
60.11	5.822	11.862	1.156	12	4	11	0	0	0	0	0	8	3	0	1	0	0	0	1	0	66.7	25.0	0.0	8.3	0.0	3	0	0	0	0	0	0	0	0	0.0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.323	20.23	0.347	142.731
200.36	19.751	37.258	1.142	38	14	37	1	10	1	0	0	24	12	0	2	0	0	0	2	0	63.2	31.6	0.0	5.3	0.0	11	1	0	0	0	0	0	0	0	0.0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.305	37.3	4.165	373.644
152.16	12.252	19.516	1.12	19	11	19	7	2	1	0	6	8	8	0	3	0	0	0	3	0	42.1	42.1	0.0	15.8	0.0	1	7	0	1	0	0	0	1	0	0.545	0	0	0	0	0	0	0	6	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.0	2.322	-0.119	46.53	1.977	220.391
192.23	16.305	26.284	1.12	26	14	27	7	3	1	0	6	12	11	0	3	0	0	0	3	0	46.2	42.3	0.0	11.5	0.0	3	8	0	2	0	0	1	1	0	0.4	0	1	0	0	0	0	0	6	2	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3.0	2.322	-0.766	27.69	1.848	257.432
108.1	8.483	12.422	1.104	12	8	12	4	0	4	0	0	4	6	0	2	0	0	0	2	0	33.3	50.0	0.0	16.7	0.0	0	6	0	1	0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.322	2.322	-0.71	34.14	0.411	145.546
164.22	14.59	23.956	1.121	24	12	24	7	4	1	0	6	12	10	0	2	0	0	0	2	0	50.0	41.7	0.0	8.3	0.0	3	7	0	1	0	0	0	1	0	0.5	0	3	0	0	0	0	0	6	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	3.0	2.322	-0.244	37.3	2.386	256.391
212.22	16.735	27.938	1.131	27	15	27	7	4	1	0	6	12	10	0	5	0	0	0	5	0	44.4	37.0	0.0	18.5	0.0	3	7	0	1	0	0	0	1	0	0.4	1	1	0	0	0	0	0	6	2	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	5	3.0	2.322	1.378	86.99	1.027	315.416
162.2	14.064	22.073	1.113	22	12	23	7	2	1	0	6	10	10	0	2	0	0	0	2	0	45.5	45.5	0.0	9.1	0.0	2	8	0	2	0	0	1	1	0	0.462	0	1	0	0	0	0	0	6	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3.0	2.322	-0.807	18.46	2.124	216.24
202.28	17.6	32.262	1.143	32	14	31	2	9	2	0	0	18	10	0	4	0	0	0	4	0	56.3	31.3	0.0	12.5	0.0	8	2	0	0	0	0	0	0	0	0.0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	4	1.585	1.585	0.547	74.6	1.742	346.09
218.23	16.976	30.149	1.144	29	15	28	3	8	3	0	0	14	9	0	6	0	0	0	6	0	48.3	31.0	0.0	20.7	0.0	6	3	0	0	0	0	0	0	0	0.0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2.0	2.0	-0.586	78.9	0.594	330.464
184.31	17.698	32.491	1.139	33	13	32	2	9	2	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	8	3	0	0	0	0	0	0	0	0.0	0	8	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.585	1.585	-0.277	37.3	2.865	337.909
302.41	26.137	47.451	1.142	47	21	46	3	14	3	0	0	26	15	0	6	0	0	0	6	0	55.3	31.9	0.0	12.8	0.0	12	3	0	0	0	0	0	0	0	0.0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2.0	2.0	-0.704	78.9	2.261	486.925
122.18	11.349	18.745	1.12	19	9	19	6	2	0	0	6	10	8	0	1	0	0	0	1	0	52.6	42.1	0.0	5.3	0.0	2	6	0	1	0	0	0	1	0	0.667	1	1	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.213	20.23	1.925	201.725
100.18	9.876	18.629	1.142	19	7	18	1	4	1	0	0	12	6	0	1	0	0	0	1	0	63.2	31.6	0.0	5.3	0.0	5	1	0	0	0	0	0	0	0	0.0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.802	17.07	1.442	196.786
119.37	4.536	5.738	1.132	5	4	4	0	0	0	0	0	1	1	0	0	0	3	3	3	3	20.0	20.0	0.0	0.0	60.0	1	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.215	0.0	1.817	129.217
236.72	8.545	9.593	1.114	8	8	7	0	0	0	0	0	0	2	0	0	0	6	6	6	6	0.0	25.0	0.0	0.0	75.0	2	0	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.237	0.0	3.291	234.892
41.06	3.548	5.985	1.152	6	3	5	1	0	0	1	0	3	2	1	0	0	0	0	1	0	50.0	33.3	16.7	0.0	0.0	1	0	1	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.585	-0.528	23.79	-0.317	91.8
76.15	3.374	3.153	0.947	3	3	2	2	0	2	0	0	0	1	0	0	2	0	2	2	0	0.0	33.3	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.585	1.585	-0.264	64.18	-0.049	102.715
44.06	3.768	7.095	1.149	7	3	7	0	0	0	0	0	4	2	0	1	0	0	0	1	0	57.1	28.6	0.0	14.3	0.0	2	0	0	1	1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0.0	0.0	-0.528	12.53	-0.564	67.269
74.14	7.349	14.745	1.152	15	5	14	0	0	0	0	0	10	4	0	1	0	0	0	1	0	66.7	26.7	0.0	6.7	0.0	4	0	0	0	0	0	0	0	0	0.0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0.0	0.0	0.132	20.23	0.8	175.099
88.17	8.876	17.629	1.15	18	6	17	0	1	0	0	0	12	5	0	1	0	0	0	1	0	66.7	27.8	0.0	5.6	0.0	5	0	0	0	0	0	0	0	0	0.0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0.0	0.0	0.004	20.23	1.209	201.176
100.18	9.876	18.629	1.142	19	7	18	1	1	1	0	0	12	6	0	1	0	0	0	1	0	63.2	31.6	0.0	5.3	0.0	5	1	0	0	0	0	0	0	0	0.0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.802	17.07	1.442	206.832
118.2	11.117	21.84	1.151	22	8	21	0	1	0	0	0	14	6	0	2	0	0	0	2	0	63.6	27.3	0.0	9.1	0.0	6	0	0	0	0	0	0	0	0	0.0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	2	0.0	0.0	0.846	40.46	0.706	261.921
196.32	18.698	33.491	1.134	34	14	35	1	2	1	0	0	20	12	0	2	0	0	0	2	0	58.8	35.3	0.0	5.9	0.0	11	1	0	2	0	0	2	1	0	0.0	4	4	1	2	4	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	2.861	321.663
104.17	9.59	18.956	1.153	19	7	18	0	2	0	0	0	12	5	0	2	0	0	0	2	0	63.2	26.3	0.0	10.5	0.0	5	0	0	0	0	0	0	0	0	0.0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	0.0	-0.668	18.46	0.735	202.67
206.26	17.832	29.167	1.122	29	15	30	7	4	1	0	6	14	12	0	3	0	0	0	3	0	48.3	41.4	0.0	10.3	0.0	5	7	0	2	1	0	0	1	0	0.375	2	1	1	0	1	1	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	3.0	2.322	-0.781	38.83	1.731	291.941
402.54	34.674	62.64	1.141	62	28	61	4	19	4	0	0	34	20	0	8	0	0	0	8	0	54.8	32.3	0.0	12.9	0.0	16	4	0	0	0	0	0	0	0	0.0	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2.322	2.322	-0.707	105.2	2.665	642.916
276.32	22.272	40.127	1.144	39	19	38	3	11	3	0	0	20	12	0	7	0	0	0	7	0	51.3	30.8	0.0	17.9	0.0	9	3	0	0	0	0	0	0	0	0.0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	7	2.0	2.0	-0.146	99.13	0.711	441.665
138.23	13.402	23.513	1.13	24	10	24	2	0	2	0	0	14	9	0	1	0	0	0	1	0	58.3	37.5	0.0	4.2	0.0	6	3	0	1	0	0	0	1	0	0.0	3	2	0	1	2	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.864	17.07	1.947	239.28
158.32	16.51	32.047	1.145	33	11	32	0	5	0	0	0	22	10	0	1	0	0	0	1	0	66.7	30.3	0.0	3.0	0.0	10	0	0	0	0	0	0	0	0	0.0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.294	20.23	2.894	335.315
154.28	15.456	28.28	1.136	29	11	28	2	4	2	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	6	4	0	0	0	0	0	0	0	0.0	3	2	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1.585	1.585	-0.294	20.23	2.642	312.242
72.12	6.822	12.862	1.144	13	5	12	1	1	1	0	0	8	4	0	1	0	0	0	1	0	61.5	30.8	0.0	7.7	0.0	3	1	0	0	0	0	0	0	0	0.0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.719	17.07	0.655	148.388
70.1	6.295	10.978	1.132	11	5	10	2	1	2	0	0	6	4	0	1	0	0	0	1	0	54.5	36.4	0.0	9.1	0.0	1	3	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.719	17.07	0.548	134.973
74.14	7.349	14.745	1.152	15	5	14	0	1	0	0	0	10	4	0	1	0	0	0	1	0	66.7	26.7	0.0	6.7	0.0	4	0	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.132	20.23	0.8	168.808
72.12	6.822	12.862	1.144	13	5	12	1	1	1	0	0	8	4	0	1	0	0	0	1	0	61.5	30.8	0.0	7.7	0.0	3	1	0	0	0	0	0	0	0	0.0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.719	17.07	0.655	144.632
70.1	6.295	10.978	1.132	11	5	10	2	1	2	0	0	6	4	0	1	0	0	0	1	0	54.5	36.4	0.0	9.1	0.0	1	3	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.719	17.07	0.548	134.973
88.12	7.537	14.189	1.149	14	6	13	1	1	1	0	0	8	4	0	2	0	0	0	2	0	57.1	28.6	0.0	14.3	0.0	3	1	0	0	0	0	0	0	0	0.0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	0.158	37.3	0.586	168.786
136.26	14.214	25.069	1.128	26	10	27	1	0	1	0	0	16	10	0	0	0	0	0	0	0	61.5	38.5	0.0	0.0	0.0	8	2	0	2	0	0	2	1	0	0.0	2	3	2	1	3	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	-0.96	0.0	3.374	232.544
198.34	19.224	35.374	1.139	36	14	36	1	3	1	0	0	22	12	0	2	0	0	0	2	0	61.1	33.3	0.0	5.6	0.0	11	1	0	1	0	0	0	1	0	0.0	4	4	3	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	2.861	347.739
164.27	15.929	27.396	1.126	28	12	28	6	2	0	0	6	16	11	0	1	0	0	0	1	0	57.1	39.3	0.0	3.6	0.0	5	6	0	1	0	0	0	1	0	0.5	3	1	0	1	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.325	20.23	3.105	289.351
136.26	14.214	25.069	1.128	26	10	27	1	0	1	0	0	16	10	0	0	0	0	0	0	0	61.5	38.5	0.0	0.0	0.0	8	2	0	2	0	1	0	2	0	0.0	3	2	2	1	2	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	-0.96	0.0	3.374	232.544
103.14	8.558	16.291	1.161	16	7	15	1	2	1	0	0	9	4	1	2	0	0	0	3	0	56.3	25.0	6.3	12.5	0.0	3	1	0	0	0	0	0	0	0	0.0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	1.0	1.0	2.214	63.32	-2.465	183.622
112.14	9.537	16.189	1.13	16	8	16	2	0	2	0	0	8	6	0	2	0	0	0	2	0	50.0	37.5	0.0	12.5	0.0	3	3	0	1	0	0	1	0	0	0.0	1	2	0	0	2	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.585	1.585	-0.039	37.3	0.062	172.439
294.34	23.831	39.909	1.138	39	21	39	11	4	5	0	6	18	14	2	5	0	0	0	7	0	46.2	35.9	5.1	12.8	0.0	7	7	0	1	0	0	0	1	0	0.286	6	0	0	1	0	0	0	6	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.585	3.17	-0.657	108.71	3.72	426.199
132.17	11.822	17.862	1.104	18	10	19	7	0	1	0	6	8	9	0	1	0	0	0	1	0	44.4	50.0	0.0	5.6	0.0	2	7	0	2	0	0	1	1	0	0.545	0	2	0	0	2	0	0	6	4	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.864	17.07	2.42	173.792
